StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ProlificID,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_7,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_7,RNUM,University,Fact,MakeSense,Recap,CompCheck2,NonEnt_TG,Ent_TG,Q14,Q50,Competence_attn_chec,Puzzle_NonEnt,Puzzle_Ent,Jewish people tend to complain a lot.,Jewish people are often very rude.,"All things considered, Jewish people are untrustworthy.",Jewish people can be sneaky.,"When they feel slighted, Jewish people will be vengeful.",Jewish people tend to influence the media.,Jewish people tend to be good with money.,"When it comes to education, Jewish people tend to be overachievers.","On the whole, Jewish people are loyal to Israel.",SASS Warmth Score,SASS Competence Score,SASS Score,"In setting priorities, we must consider all groups",We should NOT push for group equality,Group equality should be our ideal,Superior groups should dominate inferior groups,SDO Score,Q138,Q139,Q140,Q141,Q142,Q143,RWA Score,Q160,Q161,Q162,Q163,Q164,Entitativity,Israel_Comfort,Israel_Exist,Israel_Defend,Israel_Influence,Israel_Media,Israel_Nazis,AZAs,"""When we think about the world, it comes down to the oppressor vs the oppressed.""",Political Ideology,Condition,Race_1,Latinx,party,party_4_TEXT,partycloser,Gender,Gender_4_TEXT,ASAB,Puzzle_NonEnt,Puzzle_Ent,Puzzle_All,NonEnt_TG,Ent_TG,TG_All,Christian,Fact,,,,,,9
12/22/24 18:01,12/22/24 18:09,0,*******,100,462,1,12/22/24 18:09,R_7db0rHwRpRsoiNr,*******,*******,*******,*******,*******,*******,anonymous,EN,632a431da6f161fcb809ed01,1,1,1,1,1,1,,,,,,,8185,Missouri State ,I am a older male well established in my career,1,,1,,0.6,1,,1,,3,1,1,1,1,2,2,3,3,4,8,10,18,2,3,2,1,8,9,6,7,8,6,6,42,4,5,5,5,4,23,2,2,2,2,2,2,12,5,6,Entitative,White/European,Yes,Republican,,Republican,Man,,Male,,3,3,,0.6,0.6,,I am a older male well established in my career,,,,,,
12/22/24 17:43,12/22/24 18:09,0,*******,100,1551,1,12/22/24 18:09,R_3fqDpY1G5U3hLRn,*******,*******,*******,*******,*******,*******,anonymous,EN,67640c2bf4d3f4c6181c1191,1,1,1,,1,1,1,1,1,1,1,1,7347,Texas Tech University Health Sciences Center,My hobby is swimming,1,,1,,1,1,,1,,2,2,1,0,2,2,3,3,3,3,10,9,19,1,1,1,1,4,9,9,5,1,1,9,34,7,2,5,2,6,22,3,2,2,3,2,3,15,2,6,Entitative,Black/African,No,Republican,,Republican,Man,,Male,,2,2,,1,1,,My hobby is swimming,,,,,,
12/22/24 17:49,12/22/24 18:10,0,*******,100,1300,1,12/22/24 18:10,R_3CNBVqZo0n7Fy37,*******,*******,*******,*******,*******,*******,anonymous,EN,676322a72a73aa300b9a6f96,1,1,1,1,1,1,,,,,,,7091,Northeastern,I come from a first generation family.,1,,1,,0.6,1,,1,,3,2,0,0,3,2,4,4,3,5,11,12,23,1,3,1,1,6,2,9,9,9,6,9,44,7,7,5,6,7,32,1,2,1,3,1,4,12,7,1,Entitative,Black/African,No,Democrat,,Democratic,Man,,Male,,3,3,,0.6,0.6,,I come from a first generation family.,,,,,,
12/22/24 18:01,12/22/24 18:11,0,*******,100,605,1,12/22/24 18:11,R_6jTN6ln9UoUrCb7,*******,*******,*******,*******,*******,*******,anonymous,EN,674136abf73b414197d9babb,1,1,1,1,1,1,,,,,,,1501,University of Kentucky,"I am 6'5""",1,,1,,1,1,,1,,3,2,1,2,4,2,4,4,3,3,15,10,25,3,1,1,1,6,2,5,9,5,5,5,31,4,6,4,4,4,22,3,3,2,4,2,4,18,7,5,Entitative,Black/African,No,Independent,,Republican,Man,,Male,,3,3,,1,1,,"I am 6'5""",,,,,,
12/22/24 17:39,12/22/24 18:13,0,*******,100,2030,1,12/22/24 18:13,R_30NvuV3BIe2Vwy9,*******,*******,*******,*******,*******,*******,anonymous,EN,65462d3be36b05a1f97d2dc8,1,1,1,1,1,1,,,,,,,5278,UL of Lafayette,I’m a jack of all trades!,1,,1,,1,1,,1,,2,2,2,2,2,2,3,3,3,3,13,9,22,1,1,1,1,4,9,5,5,5,5,6,35,4,5,4,4,4,21,3,3,3,3,3,3,18,4,4,Entitative,White/European,No,Republican,,Republican,Woman,,Female,,2,2,,1,1,,I’m a jack of all trades!,,,,,,
12/22/24 18:02,12/22/24 18:13,0,*******,100,633,1,12/22/24 18:13,R_7CQ7yKuQvvt19BP,*******,*******,*******,*******,*******,*******,anonymous,EN,671c6bb486295dbfb4b69050,1,1,1,1,1,1,,,,,,,4746,University of Dayton,I am a big sports fan,1,,1,,0.4,1,,1,,3,3,1,2,3,3,3,4,3,4,15,11,26,1,3,2,2,8,6,7,8,3,6,5,35,5,6,4,4,5,24,1,1,1,2,1,2,8,3,7,Entitative,White/European,No,Republican,,Republican,Man,,Male,,3,3,,0.4,0.4,,I am a big sports fan,,,,,,
12/22/24 17:54,12/22/24 18:13,0,*******,100,1158,1,12/22/24 18:13,R_3OjZ52Tj6ZoKzm0,*******,*******,*******,*******,*******,*******,anonymous,EN,67308fd1e05ccfd27ec00fcf,1,1,1,1,1,1,,,,,,,7322,SUNY,African American,1,,1,,0.8,1,,1,,3,3,3,2,2,4,2,3,4,4,16,11,27,1,1,1,1,4,7,9,9,9,9,9,52,5,5,6,7,6,29,2,1,1,3,2,4,13,6,6,Entitative,Black/African,No,Democrat,,Democratic,Man,,Male,,3,3,,0.8,0.8,,African American,,,,,,
12/22/24 17:56,12/22/24 18:13,0,*******,100,1012,1,12/22/24 18:13,R_1NEe8A9JfFgUPLK,*******,*******,*******,*******,*******,*******,anonymous,EN,6287a355e0dbfe43e55850b7,1,1,1,1,1,1,,,,,,,6480,NYU,I have 2 rabbits,1,,1,,0.6,1,,1,,3,1,1,1,2,2,3,4,3,3,10,10,20,1,1,1,1,4,4,4,5,5,2,8,28,7,7,6,6,6,32,2,2,2,3,3,3,15,6,3,Entitative,Black/African,Yes,Democrat,,Democratic,Man,,Male,,3,3,,0.6,0.6,,I have 2 rabbits,,,,,,
12/22/24 18:03,12/22/24 18:14,0,*******,100,642,1,12/22/24 18:14,R_5a9JPiwqc7H6NOr,*******,*******,*******,*******,*******,*******,anonymous,EN,5f5e32a0d6a12c6857b8e127,1,1,1,1,1,1,,,,,,,2595,"California State University, Sacramento",I am a commercial electrician in my day job,1,,1,,0.6,1,,1,,3,0,0,0,2,2,4,3,3,4,8,10,18,1,1,1,1,4,3,1,1,3,1,1,10,1,4,6,5,4,20,1,3,3,2,2,4,15,5,2,Entitative,White/European,No,Democrat,,Democratic,Man,,Male,,3,3,,0.6,0.6,,I am a commercial electrician in my day job,,,,,,
12/22/24 18:07,12/22/24 18:17,0,*******,100,602,1,12/22/24 18:17,R_1ZOb9fBHDMpMkOx,*******,*******,*******,*******,*******,*******,anonymous,EN,6581aa38a9aec56b238ee2bf,1,1,1,1,1,1,,,,,,,3947,Valencia,I own a cat.,1,,1,,0.8,1,,1,,4,1,2,0,1,2,1,3,3,2,7,8,15,1,1,1,1,4,2,1,1,1,6,7,18,1,3,4,2,1,11,4,1,2,4,2,4,17,5,3,Entitative,White/European,Yes,Democrat,,Democratic,Woman,,Female,,4,4,,0.8,0.8,,I own a cat.,,,,,,
12/22/24 18:06,12/22/24 18:18,0,*******,100,688,1,12/22/24 18:18,R_3zgtnU2G4xw0O3L,*******,*******,*******,*******,*******,*******,anonymous,EN,660b142a773a3801b2c382f5,1,1,1,1,1,1,,,,,,,2044,Vanderbilt University,I love playing sports,1,,1,,0,1,,1,,4,2,2,1,2,2,4,4,4,3,13,11,24,2,1,2,1,6,3,9,9,9,7,5,42,5,5,5,5,4,24,2,2,2,4,4,4,18,4,6,Entitative,Black/African,No,Republican,,Republican,Man,,Male,,4,4,,0,0,,I love playing sports,,,,,,
12/22/24 18:09,12/22/24 18:18,0,*******,100,529,1,12/22/24 18:18,R_5xUg0oLjwgphcwp,*******,*******,*******,*******,*******,*******,anonymous,EN,5c00c45ee9f4260001175a8c,1,1,1,1,1,1,,,,,,,4318,Southern New Hampshire ,I am at times open to learning new skills.,1,,1,,0.6,1,,1,,3,0,0,0,0,1,0,4,4,4,1,12,13,1,1,1,1,4,5,5,1,1,3,6,21,5,6,5,6,5,27,2,1,1,2,2,3,11,5,2,Entitative,Black/African,No,Democrat,,Democratic,Man,,Male,,3,3,,0.6,0.6,,I am at times open to learning new skills.,,,,,,
12/22/24 18:09,12/22/24 18:19,0,*******,100,543,1,12/22/24 18:19,R_7ymn62gNbthXI09,*******,*******,*******,*******,*******,*******,anonymous,EN,669afbf9a561123e17b0d3e1,1,1,1,1,1,1,,,,,,,4576,University of Virginia,I'm originally from Santa Barbara ,1,,1,,0.8,1,,1,,4,4,3,2,4,4,4,4,4,4,21,12,33,2,2,3,2,9,4,4,2,1,5,5,21,5,6,7,7,6,31,3,2,2,3,3,3,16,5,3,Entitative,White/European,No,Democrat,,Democratic,Woman,,Female,,4,4,,0.8,0.8,,I'm originally from Santa Barbara ,,,,,,
12/22/24 18:02,12/22/24 18:19,0,*******,100,1011,1,12/22/24 18:19,R_7rtaJu5oeaeegUh,*******,*******,*******,*******,*******,*******,anonymous,EN,6732436bc9de108a7c41e835,1,1,1,1,1,1,,,,,,,6806,Purdue,Self Employed ,1,,1,,0.6,1,,1,,3,5,5,4,5,4,5,5,5,5,28,15,43,1,5,5,4,15,9,8,5,1,9,9,41,7,7,7,7,7,35,1,1,1,1,3,3,10,4,7,Entitative,White/European,No,Republican,,Republican,Man,,Male,,3,3,,0.6,0.6,,Self Employed ,,,,,,
12/22/24 18:15,12/22/24 18:21,0,*******,100,345,1,12/22/24 18:21,R_13lj9IpNKawz22s,*******,*******,*******,*******,*******,*******,anonymous,EN,6112d76b0e4c125f011bfb8e,1,1,1,1,1,1,,,,,,,2021,Long Beach ,"I'm a former foster youth, first generation student. ",1,,1,,0.2,1,,1,,2,2,3,2,3,3,3,4,4,4,16,12,28,3,1,1,5,10,1,5,1,1,1,6,15,5,6,4,4,6,25,1,3,2,1,4,4,15,4,1,Entitative,White/European,Yes,Democrat,,Democratic,Woman,,Female,,2,2,,0.2,0.2,,"I'm a former foster youth, first generation student. ",,,,,,
12/22/24 18:11,12/22/24 18:21,0,*******,100,576,1,12/22/24 18:21,R_7W2jcMj9QAVOghP,*******,*******,*******,*******,*******,*******,anonymous,EN,675e55ae121457b89a5d5e9a,1,1,1,1,1,1,,,,,,,7339,Texas A&M University,I am a second-generation immigrant.,1,,1,,0.4,1,,1,,1,1,1,1,4,1,4,4,4,1,12,9,21,5,1,1,1,8,3,2,1,1,7,9,23,5,5,7,7,6,30,2,3,2,5,5,1,18,1,4,Entitative,Hispanic Non-White,Yes,Independent,,Democratic,Man,,Male,,1,1,,0.4,0.4,,I am a second-generation immigrant.,,,,,,
12/22/24 18:09,12/22/24 18:22,0,*******,100,794,1,12/22/24 18:22,R_1gkieWp6s3M0v37,*******,*******,*******,*******,*******,*******,anonymous,EN,659587f05678e3d1c10c78c4,1,1,1,1,1,1,,,,,,,1518,Maryville,I have six children,1,,1,,0.4,1,,1,,2,1,1,1,2,1,1,3,4,5,7,12,19,2,3,2,5,12,7,4,5,6,5,6,33,1,2,7,6,5,21,1,1,1,1,1,1,6,4,4,Entitative,White/European,No,Independent,,Republican,Woman,,Female,,2,2,,0.4,0.4,,I have six children,,,,,,
12/22/24 18:14,12/22/24 18:22,0,*******,100,510,1,12/22/24 18:22,R_7jZhSWYTTP4J47n,*******,*******,*******,*******,*******,*******,anonymous,EN,6116cd3769f67b5fa5897cb6,1,1,1,1,1,1,,,,,,,9923,Northern Arizona University,I am the first of 3 to attend college,1,,1,,1,1,,1,,2,1,0,0,0,1,3,3,3,4,5,10,15,1,1,1,1,4,4,2,1,1,7,6,21,3,4,5,5,5,22,3,3,2,3,2,5,18,5,2,Entitative,White/European,No,Democrat,,Democratic,Woman,,Female,,2,2,,1,1,,I am the first of 3 to attend college,,,,,,
12/22/24 18:16,12/22/24 18:23,0,*******,100,467,1,12/22/24 18:23,R_3tx9pfq8P1VjcXl,*******,*******,*******,*******,*******,*******,anonymous,EN,65e0bfb71c7004790598da5e,1,1,1,1,1,1,,,,,,,7564,Wright,psych girlie,1,,1,,0.4,1,,1,,4,1,1,1,1,1,3,5,4,2,8,11,19,1,5,5,1,12,1,3,1,1,3,1,10,3,3,2,3,2,13,5,2,4,2,2,5,20,6,1,Entitative,Asian,No,Democrat,,Democratic,Woman,,Female,,4,4,,0.4,0.4,,psych girlie,,,,,,
12/22/24 18:18,12/22/24 18:25,0,*******,100,381,1,12/22/24 18:25,R_6GwGUwMtTvveCpB,*******,*******,*******,*******,*******,*******,anonymous,EN,6700b85a418ea6034257e706,1,1,1,1,1,1,,,,,,,7125,UC Berkeley,I am a child of immigrants.,1,,1,,1,1,,1,,3,2,2,2,1,2,2,3,3,4,11,10,21,2,2,2,2,8,5,6,5,1,3,5,25,4,4,5,5,4,22,3,2,2,3,2,3,15,4,4,Entitative,Asian,No,No preference,,Democratic,Man,,Male,,3,3,,1,1,,I am a child of immigrants.,,,,,,
12/22/24 18:14,12/22/24 18:25,0,*******,100,630,1,12/22/24 18:25,R_5ILCTisxhKtaTbW,*******,*******,*******,*******,*******,*******,anonymous,EN,66846905cfa45a35dcdb7288,1,1,1,1,1,1,,,,,,,6162,UNLV,Male,1,,1,,0.8,1,,1,,3,3,3,0,3,2,4,5,4,2,15,11,26,1,2,2,1,6,1,5,1,1,5,6,19,3,5,6,5,4,23,3,3,2,3,1,3,15,5,3,Entitative,Multiracial,No,Republican,,Republican,Man,,Male,,3,3,,0.8,0.8,,Male,,,,,,
12/22/24 18:17,12/22/24 18:31,0,*******,100,803,1,12/22/24 18:31,R_6X6QPovZhkEUwu0,*******,*******,*******,*******,*******,*******,anonymous,EN,674cca52151344d99c1ce027,1,1,1,1,1,1,,,,,,,4084,Providence College,I'm from New England.,1,,1,,0.4,1,,1,,4,1,1,1,1,1,3,3,3,4,8,10,18,2,2,3,2,9,5,6,6,4,6,6,33,4,4,5,5,4,22,2,2,2,3,2,3,14,3,5,Entitative,White/European,No,Independent,,Republican,Woman,,Female,,4,4,,0.4,0.4,,I'm from New England.,,,,,,
12/22/24 18:21,12/22/24 18:31,0,*******,100,584,1,12/22/24 18:31,R_7Cden5UJEmRbI0F,*******,*******,*******,*******,*******,*******,anonymous,EN,5cf36ac730eedd00176bc118,1,1,1,1,1,1,,,,,,,6270,Portland State University,I love football and video games!,1,,1,,1,1,,1,,4,1,2,2,3,2,2,5,2,2,12,9,21,1,1,2,1,5,3,3,1,1,1,5,14,5,4,5,4,4,22,3,3,3,3,3,4,19,4,3,Entitative,White/European,No,Independent,,Democratic,Man,,Male,,4,4,,1,1,,I love football and video games!,,,,,,
12/22/24 18:22,12/22/24 18:31,0,*******,100,564,1,12/22/24 18:31,R_3E3gxBokGtQUPCN,*******,*******,*******,*******,*******,*******,anonymous,EN,6744032d76f8f714477d9c0b,1,1,1,1,1,1,,,,,,,4907,Eastern Washington University,I’m going to be a teacher and author,1,,1,,0.6,2,1,1,,2,0,0,0,0,0,3,3,2,2,3,7,10,1,1,1,1,4,1,1,1,1,5,5,14,2,2,4,3,1,12,4,3,4,4,4,4,23,6,1,Entitative,White/European,Yes,Democrat,,Democratic,Man,,Female,,2,2,,0.6,0.6,,I’m going to be a teacher and author,,,,,,
12/22/24 18:23,12/22/24 18:32,0,*******,100,532,1,12/22/24 18:32,R_16uhWflJkJq0sDL,*******,*******,*******,*******,*******,*******,anonymous,EN,65676fba8308e02bbd3675bf,1,1,1,1,1,1,,,,,,,9740,WGU,I have lived in three continents,1,,1,,1,1,,1,,3,1,0,0,0,0,1,3,2,2,2,7,9,1,1,1,1,4,3,1,1,1,7,5,18,1,2,3,3,3,12,2,1,2,1,1,1,8,5,1,Entitative,White/European,Yes,Democrat,,Democratic,Man,,Male,,3,3,,1,1,,I have lived in three continents,,,,,,
12/22/24 18:17,12/22/24 18:32,0,*******,100,906,1,12/22/24 18:32,R_7f0zY4cxk0rqkqz,*******,*******,*******,*******,*******,*******,anonymous,EN,66631f7ca811fdd7de4b3235,1,1,1,1,1,1,,,,,,,4190,University of Utah,I am a new college student ,1,,1,,0.6,1,,1,,2,1,1,2,1,1,1,3,1,3,7,7,14,2,2,3,4,11,3,3,9,9,4,8,36,5,6,4,4,5,24,2,3,2,3,2,3,15,5,5,Entitative,White/European,No,Independent,,Republican,Woman,,Female,,2,2,,0.6,0.6,,I am a new college student ,,,,,,
12/22/24 18:20,12/22/24 18:32,0,*******,100,716,1,12/22/24 18:32,R_7CdEFmJ5VfhARrH,*******,*******,*******,*******,*******,*******,anonymous,EN,6548f89c808b1400fd2e056d,1,1,1,1,1,1,,,,,,,2737,Swau,I use a cpap to sleep,1,,1,,1,1,,1,,3,3,2,2,2,1,2,3,3,3,12,9,21,1,1,1,1,4,5,4,1,1,6,6,23,1,5,4,4,4,18,2,2,2,2,2,2,12,5,2,Entitative,White/European,No,Democrat,,Democratic,Man,,Male,,3,3,,1,1,,I use a cpap to sleep,,,,,,
12/22/24 18:23,12/22/24 18:33,0,*******,100,592,1,12/22/24 18:33,R_5eypNSoAmnWzPJY,*******,*******,*******,*******,*******,*******,anonymous,EN,6669de7135d707ccf69663af,1,1,1,1,1,1,,,,,,,4675,Bentley University,I play volleyball!,1,,1,,1,1,,1,,4,1,0,0,0,0,0,3,3,3,1,9,10,1,2,2,1,6,4,1,1,1,5,4,16,4,5,5,4,3,21,1,1,1,4,1,4,12,5,3,Entitative,White/European,No,Democrat,,Democratic,Woman,,Female,,4,4,,1,1,,I play volleyball!,,,,,,
12/22/24 18:19,12/22/24 18:34,0,*******,100,863,1,12/22/24 18:34,R_7CUdJIzpjXnPWwN,*******,*******,*******,*******,*******,*******,anonymous,EN,6751138797ff44e336a37cba,1,,,,,,1,1,1,1,1,1,9075,Houston,I am a Jesus's follower,1,,1,,0,1,,1,,5,3,3,3,5,4,5,5,5,4,23,14,37,2,4,4,4,14,3,,8,7,6,3,27,2,3,3,2,3,13,4,2,4,4,5,4,23,5,5,Entitative,Asian,No,Republican,,Republican,Man,,Male,,5,5,,0,0,1,I am a Jesus's follower,,,,,,
12/22/24 18:24,12/22/24 18:34,0,*******,100,627,1,12/22/24 18:34,R_1cfrKPpmjieEclH,*******,*******,*******,*******,*******,*******,anonymous,EN,5ecf0bbe8bfd24313fec46f9,1,1,1,1,1,1,,,,,,,5498,The University of Tennessee,I love learning history.,1,,1,,0.6,1,,1,,4,0,0,0,0,1,0,3,1,3,1,7,8,1,1,1,1,4,3,3,1,1,7,2,17,1,3,3,5,3,15,5,4,5,5,4,5,28,7,1,Entitative,White/European,No,Other,Socialist,Democratic,Woman,,Female,,4,4,,0.6,0.6,,I love learning history.,,,,,,
12/22/24 18:27,12/22/24 18:34,0,*******,100,454,1,12/22/24 18:34,R_3uCVDKo0PpLGZre,*******,*******,*******,*******,*******,*******,anonymous,EN,66be603679dd3fda988c1778,1,1,1,1,1,1,,,,,,,4250,University of South Florida,I play rugby for the school,1,,1,,1,1,,1,,4,3,1,1,1,2,2,5,3,4,10,12,22,1,2,2,1,6,6,4,3,1,5,4,23,5,6,5,4,4,24,1,3,3,3,3,2,15,2,4,Entitative,Multiracial,No,Independent,,Republican,Man,,Male,,4,4,,1,1,,I play rugby for the school,,,,,,
12/22/24 18:27,12/22/24 18:35,0,*******,100,471,1,12/22/24 18:35,R_1egck5kdkodJ2l0,*******,*******,*******,*******,*******,*******,anonymous,EN,673f7ea657ae127e26c9f97c,1,1,1,1,1,1,,,,,,,7569,Bellevue University ,I am a mother,1,,1,,0.2,1,,1,,3,2,1,2,4,3,5,5,5,4,17,14,31,2,3,4,3,12,5,6,9,7,7,6,40,4,4,5,4,5,22,1,1,3,3,3,3,14,4,5,Entitative,White/European,No,Republican,,Republican,Woman,,Female,,3,3,,0.2,0.2,,I am a mother,,,,,,
12/22/24 18:22,12/22/24 18:36,0,*******,100,870,1,12/22/24 18:36,R_7bJH9dkE79lgHmP,*******,*******,*******,*******,*******,*******,anonymous,EN,634696400ff1ac25ed01ad11,1,1,1,1,1,1,,,,,,,5600,University of Texas at Austin,Christian,1,,1,,1,1,,1,,5,1,1,0,1,1,1,4,4,4,5,12,17,2,5,5,3,15,7,6,6,9,6,7,41,3,4,5,3,5,20,1,1,1,2,1,1,7,5,6,Entitative,White/European,No,Republican,,Republican,Woman,,Female,,5,5,,1,1,1,Christian,,,,,,
12/22/24 18:27,12/22/24 18:37,0,*******,100,618,1,12/22/24 18:37,R_1s5JkmowCnNxvmH,*******,*******,*******,*******,*******,*******,anonymous,EN,6621ec635d8a063bd33ea78b,1,1,1,1,1,1,,,,,,,3724,UNC Chapel Hill,I am a dedicated sports fan.,1,,1,,1,1,,1,,2,1,1,1,1,1,3,4,1,4,8,9,17,1,1,1,1,4,9,5,3,3,7,7,34,4,4,5,5,5,23,1,1,1,1,1,2,7,4,6,Entitative,White/European,No,Republican,,Republican,Man,,Male,,2,2,,1,1,,I am a dedicated sports fan.,,,,,,
12/22/24 18:16,12/22/24 18:38,0,*******,100,1308,1,12/22/24 18:38,R_3fJ6mfOZ3MUiJu7,*******,*******,*******,*******,*******,*******,anonymous,EN,5dfac1ba83907981767ce907,1,1,1,1,1,1,,,,,,,1048,Syracuse,I am an artist,1,,1,,0,1,,1,,3,2,2,3,3,3,3,3,2,3,16,8,24,2,1,2,2,7,4,6,2,5,6,6,29,4,5,4,4,5,22,4,4,2,4,3,4,21,3,5,Entitative,Multiracial,No,Independent,,Democratic,Woman,,Female,,3,3,,0,0,,I am an artist,,,,,,
12/22/24 18:26,12/22/24 18:39,0,*******,100,791,1,12/22/24 18:39,R_3Iaa1OX8UimOILO,*******,*******,*******,*******,*******,*******,anonymous,EN,653e6909b22b84283cd39e5e,1,1,1,1,1,1,,,,,,,8407,Columbia College,I am a very spiritual person (not in the generic sense). I believe in manifestation and practice witchcraft.,1,,1,,1,1,,1,,5,2,1,1,1,1,2,3,3,3,8,9,17,1,1,1,3,6,5,3,2,1,5,5,21,4,4,4,4,4,20,1,2,1,1,3,4,12,5,4,Entitative,White/European,Yes,Independent,,Democratic,Woman,,Female,,5,5,,1,1,,I am a very spiritual person (not in the generic sense). I believe in manifestation and practice witchcraft.,,,,,,
12/22/24 18:31,12/22/24 18:41,0,*******,100,609,1,12/22/24 18:41,R_3uPer9sPa0qO9Rc,*******,*******,*******,*******,*******,*******,anonymous,EN,664e8ccabea6b3fe14195b5c,1,1,1,1,1,1,,,,,,,4030,New Paltz,I hiked the Appalachian Trail,1,,1,,0,2,1,1,,3,1,0,0,0,0,0,5,4,3,1,12,13,1,1,1,1,4,1,3,3,1,1,3,12,7,5,4,5,2,23,1,2,1,2,2,1,9,3,4,Entitative,White/European,No,Independent,,Democratic,Man,,Male,,3,3,,0,0,,I hiked the Appalachian Trail,,,,,,
12/22/24 18:30,12/22/24 18:41,0,*******,100,710,1,12/22/24 18:41,R_3L4nI62w24vORKV,*******,*******,*******,*******,*******,*******,anonymous,EN,5da6139c002c29001335b5a2,1,1,1,1,1,1,,,,,,,1242,university of wisconsin-la crosse,I enjoy playing disc golf,1,,1,,1,1,,1,,5,1,1,1,1,1,1,3,1,4,6,8,14,1,1,1,1,4,1,2,1,1,1,2,8,7,7,5,6,6,31,3,2,2,3,2,3,15,4,2,Entitative,White/European,No,Democrat,,Democratic,Man,,Male,,5,5,,1,1,,I enjoy playing disc golf,,,,,,
12/22/24 18:31,12/22/24 18:42,0,*******,100,661,1,12/22/24 18:42,R_7CfgV8Wycw60Yf3,*******,*******,*******,*******,*******,*******,anonymous,EN,6738064619c784e4b9431123,1,1,1,1,1,1,,,,,,,5801,western governor's ,Im the first member of my family to travel overseas.,1,,1,,1,1,,1,,4,1,0,0,2,0,0,3,3,1,3,7,10,1,1,1,1,4,3,3,1,3,5,7,22,5,4,4,4,2,19,1,3,2,3,1,1,11,4,4,Entitative,Multiracial,No,Independent,,Democratic,Man,,Male,,4,4,,1,1,,Im the first member of my family to travel overseas.,,,,,,
12/22/24 18:33,12/22/24 18:43,0,*******,100,593,1,12/22/24 18:43,R_1QLvyvCDFpWexUX,*******,*******,*******,*******,*******,*******,anonymous,EN,65ea74a53a2f3ce64c0b9b92,1,1,1,1,1,1,,,,,,,5056,Northeastern University,I love cats 🥰,1,,1,,1,1,,1,,3,0,0,0,0,0,2,3,2,3,2,8,10,1,1,2,1,5,5,5,1,1,5,1,18,4,4,3,2,3,16,2,3,3,3,3,2,16,4,3,Entitative,White/European,No,Independent,,Democratic,Man,,Male,,3,3,,1,1,,I love cats 🥰,,,,,,
12/22/24 18:34,12/22/24 18:43,0,*******,100,536,1,12/22/24 18:43,R_7vpR8qefLqAWZpv,*******,*******,*******,*******,*******,*******,anonymous,EN,66b510d9d32d9dba2b4b765f,1,1,1,1,1,1,,,,,,,2096,Richland college,I am Mexican,1,,1,,0.2,1,,1,,0,3,3,2,3,3,3,3,3,3,17,9,26,2,2,2,1,7,3,6,6,4,8,6,33,4,3,4,5,5,21,2,2,2,4,4,4,18,5,4,Entitative,Hispanic Non-White,Yes,Independent,,Democratic,Man,,Male,,0,0,,0.2,0.2,,I am Mexican,,,,,,
12/22/24 18:16,12/22/24 18:44,0,*******,100,1658,1,12/22/24 18:44,R_7rpuuaGITIC5eFu,*******,*******,*******,*******,*******,*******,anonymous,EN,5d453e8723a5bb0001492546,1,1,1,1,1,1,,,,,,,9473,University of South Florida,I enjoy getting violent periodically,1,,1,,1,1,,1,,5,2,1,0,3,2,3,4,3,3,11,10,21,4,3,4,4,15,4,4,4,4,6,8,30,3,3,6,7,5,24,2,2,1,2,2,1,10,2,6,Entitative,White/European,No,Republican,,Republican,Man,,Male,,5,5,,1,1,,I enjoy getting violent periodically,,,,,,
12/22/24 18:39,12/22/24 18:46,0,*******,100,402,1,12/22/24 18:46,R_1afpFBJUBUrlmcr,*******,*******,*******,*******,*******,*******,anonymous,EN,628fb1691d85e1d9b9fbca18,1,1,1,1,1,1,,,,,,,3570,IRSC,I'm blonde ,1,,1,,1,1,,1,,3,2,1,1,3,2,2,4,2,2,11,8,19,1,4,3,1,9,3,4,2,8,2,2,21,1,3,4,5,5,18,1,2,2,2,2,2,11,2,4,Entitative,White/European,No,Independent,,Democratic,Man,,Male,,3,3,,1,1,,I'm blonde ,,,,,,
12/22/24 18:35,12/22/24 18:47,0,*******,100,683,1,12/22/24 18:47,R_7FLjMu0CfEhHoO1,*******,*******,*******,*******,*******,*******,anonymous,EN,6721e9f39e225515403c9799,1,1,1,1,1,1,,,,,,,7927,Ucla,I love traveling ,1,,1,,0.2,1,,1,,4,3,2,1,3,3,5,4,4,5,17,13,30,1,1,1,2,5,9,5,5,3,2,5,29,5,5,4,5,6,25,3,3,3,3,4,4,20,6,3,Entitative,White/European,Yes,Democrat,,Democratic,Woman,,Female,,4,4,,0.2,0.2,,I love traveling ,,,,,,
12/22/24 18:40,12/22/24 18:48,0,*******,100,450,1,12/22/24 18:48,R_6m2DEuaOq29b80r,*******,*******,*******,*******,*******,*******,anonymous,EN,66a5c02a43bf2623c0a8da12,1,1,1,1,1,1,,,,,,,6956,Grand canyon university,im 6'5,1,,1,,0.4,1,,1,,3,2,1,1,3,2,2,2,3,2,11,7,18,3,4,2,2,11,7,5,7,5,5,6,35,5,5,5,5,6,26,2,2,2,2,3,2,13,5,5,Entitative,White/European,No,Republican,,Republican,Man,,Male,,3,3,,0.4,0.4,,im 6'5,,,,,,
